nome_municipio,codigo_ibge,SG_UF,FEMININO,MASCULINO,NÃO DIVULGÁVEL,NÃO INFORMADO
GRAÇA,2304657,CE,8,52,0,0
GRAÇA ARANHA,2104701,MA,9,43,0,0
GROAÍRAS,2304905,CE,5,48,0,0
GROSSOS,2404408,RN,10,40,0,0
GRUPIARA,3127909,MG,17,35,0,0
GRÃO MOGOL,3127800,MG,8,50,0,0
GRÃO-PARÁ,4206108,SC,8,44,0,0
GUABIJU,4309258,RS,7,44,0,0
GUABIRUBA,4206306,SC,3,49,0,0
GUADALUPE,2204501,PI,13,37,0,0
GUAIMBÉ,3517307,SP,5,42,0,0
GUAIRAÇÁ,4108908,PR,10,40,0,0
GUAIÇARA,3517208,SP,9,41,0,0
GUAIÚBA,2304954,CE,18,40,0,0
GUAJARÁ,1301654,AM,8,44,0,0
GUAJARÁ-MIRIM,1100106,RO,2,57,0,0
GUAJERU,2911659,BA,10,42,0,0
GUAMARÉ,2404507,RN,9,31,0,0
GUAMIRANGA,4108957,PR,5,47,0,0
GUANAMBI,2911709,BA,9,70,0,0
GUANHÃES,3128006,MG,13,53,0,0
GUAPIARA,3517604,SP,10,49,0,0
GUAPIAÇU,3517505,SP,5,48,0,0
GUAPIMIRIM,3301850,RJ,4,46,0,0
GUAPIRAMA,4109005,PR,3,47,0,0
GUAPOREMA,4109104,PR,10,41,0,0
GUAPORÉ,4309407,RS,5,53,0,0
GUAPÉ,3128105,MG,4,47,0,0
GUAPÓ,5209200,GO,8,35,0,0
GUARABIRA,2506301,PB,9,69,0,0
GUARACI,3517901,SP,2,51,0,0
GUARACI,4109203,PR,5,47,0,0
GUARACIABA,3128204,MG,6,47,0,0
GUARACIABA,4206405,SC,2,52,0,0
GUARACIABA DO NORTE,2305001,CE,16,54,0,0
GUARACIAMA,3128253,MG,0,49,0,0
GUARAMIRANGA,2305100,CE,5,45,0,0
GUARAMIRIM,4206504,SC,3,47,0,0
GUARANI,3128402,MG,12,40,0,0
GUARANI D'OESTE,3518008,SP,5,46,0,0
GUARANI DAS MISSÕES,4309506,RS,6,44,0,0
GUARANI DE GOIÁS,5209408,GO,3,47,0,0
GUARANIAÇU,4109302,PR,4,48,0,0
GUARANTÃ,3518107,SP,10,38,0,0
GUARANTÃ DO NORTE,5104104,MT,14,40,0,0
GUARANÉSIA,3128303,MG,6,50,0,0
GUARAPARI,3202405,ES,12,66,0,0
GUARAPUAVA,4109401,PR,12,88,0,0
GUARAQUEÇABA,4109500,PR,5,44,0,0
GUARARAPES,3518206,SP,4,44,0,0
GUARAREMA,3518305,SP,6,54,0,0
GUARARÁ,3128501,MG,4,45,0,0
GUARATINGA,2911808,BA,12,48,0,0
GUARATINGUETÁ,3518404,SP,5,60,0,0
GUARATUBA,4109609,PR,10,55,0,0
GUARAÇAÍ,3517802,SP,3,49,0,0
GUARAÍ,1709302,TO,9,46,0,0
GUARAÍTA,5209291,GO,15,35,0,0
GUARDA-MOR,3128600,MG,1,51,0,0
GUAREÍ,3518503,SP,8,44,0,0
GUARIBA,3518602,SP,9,49,0,0
GUARIBAS,2204550,PI,7,45,0,0
GUARINOS,5209457,GO,6,46,0,0
GUARUJÁ,3518701,SP,4,87,0,0
GUARUJÁ DO SUL,4206603,SC,9,42,0,0
GUARULHOS,3518800,SP,22,128,0,0
GUARÁ,3517703,SP,9,48,0,0
GUATAMBÚ,4206652,SC,4,48,0,0
GUATAPARÁ,3518859,SP,2,46,0,0
GUAXUPÉ,3128709,MG,9,56,0,0
GUAÇUÍ,3202306,ES,6,54,0,0
GUAÍBA,4309308,RS,13,69,0,0
GUAÍRA,3517406,SP,9,54,0,0
GUAÍRA,4108809,PR,16,41,0,0
GUIA LOPES DA LAGUNA,5004106,MS,5,45,0,0
GUIDOVAL,3128808,MG,6,43,0,0
GUIMARÂNIA,3128907,MG,5,44,0,0
GUIMARÃES,2104909,MA,14,36,0,0
GUIRATINGA,5104203,MT,7,46,0,0
GUIRICEMA,3129004,MG,3,50,0,0
GURINHATÃ,3129103,MG,4,48,0,0
GURINHÉM,2506400,PB,9,47,0,0
GURJÃO,2506509,PB,14,40,0,0
GURUPI,1709500,TO,12,56,0,0
GURUPÁ,1503101,PA,10,47,0,0
GUZOLÂNDIA,3518909,SP,4,50,0,0
GÁLIA,3516606,SP,10,40,0,0
HARMONIA,4309555,RS,2,50,0,0
HEITORAÍ,5209606,GO,8,43,0,0
HELIODORA,3129202,MG,7,43,0,0
HELIÓPOLIS,2911857,BA,10,43,0,0
HERCULÂNDIA,3519006,SP,8,43,0,0
HERVAL,4307104,RS,4,49,0,0
HERVAL D'OESTE,4206702,SC,1,52,0,0
HERVEIRAS,4309571,RS,9,41,0,0
HIDROLINA,5209804,GO,6,46,0,0
HIDROLÂNDIA,2305209,CE,4,54,0,0
HIDROLÂNDIA,5209705,GO,6,50,0,0
HOLAMBRA,3519055,SP,7,41,0,0
HONÓRIO SERPA,4109658,PR,6,44,0,0
HORIZONTE,2305233,CE,10,61,0,0
HORIZONTINA,4309605,RS,6,42,0,0
HORTOLÂNDIA,3519071,SP,7,79,0,0
HUGO NAPOLEÃO,2204600,PI,8,43,0,0
HULHA NEGRA,4309654,RS,6,42,0,0
HUMAITÁ,1301704,AM,3,65,0,0
HUMAITÁ,4309704,RS,12,38,0,0
HUMBERTO DE CAMPOS,2105005,MA,6,38,0,0
IACANGA,3519105,SP,9,43,0,0
IACIARA,5209903,GO,2,48,0,0
IACRI,3519204,SP,9,41,0,0
IAPU,3129301,MG,11,43,0,0
IARAS,3519253,SP,10,40,0,0
IATI,2606507,PE,9,46,0,0
IAÇU,2911907,BA,3,56,0,0
IBAITI,4109708,PR,13,37,0,0
IBARAMA,4309753,RS,9,43,0,0
IBARETAMA,2305266,CE,13,41,0,0
IBATEGUARA,2703007,AL,4,53,0,0
IBATIBA,3202454,ES,2,51,0,0
IBATÉ,3519303,SP,5,43,0,0
IBEMA,4109757,PR,2,48,0,0
IBERTIOGA,3129400,MG,2,47,0,0
IBIAM,4206751,SC,7,44,0,0
IBIAPINA,2305308,CE,10,48,0,0
IBIARA,2506608,PB,15,38,0,0
IBIASSUCÊ,2912004,BA,8,44,0,0
IBIAÇÁ,4309803,RS,5,47,0,0
IBIAÍ,3129608,MG,6,41,0,0
IBICARAÍ,2912103,BA,8,50,0,0
IBICARÉ,4206801,SC,2,49,0,0
IBICOARA,2912202,BA,6,50,0,0
IBICUITINGA,2305332,CE,4,48,0,0
IBICUÍ,2912301,BA,10,42,0,0
IBIMIRIM,2606606,PE,11,44,0,0
IBIPEBA,2912400,BA,5,55,0,0
IBIPITANGA,2912509,BA,4,53,0,0
IBIPORÃ,4109807,PR,5,45,0,0
IBIQUERA,2912608,BA,9,43,0,0
IBIRACATU,3129657,MG,4,47,0,1
IBIRACI,3129707,MG,8,42,0,0
IBIRAIARAS,4309902,RS,8,43,0,0
IBIRAJUBA,2606705,PE,2,49,0,0
IBIRAMA,4206900,SC,11,47,0,0
IBIRAPITANGA,2912707,BA,12,44,0,0
IBIRAPUITÃ,4309951,RS,2,49,0,0
IBIRAPUÃ,2912806,BA,6,45,0,0
IBIRAREMA,3519501,SP,9,43,0,0
IBIRATAIA,2912905,BA,0,57,0,0
IBIRAÇU,3202504,ES,3,47,0,0
IBIRITÉ,3129806,MG,4,70,0,0
IBIRUBÁ,4310009,RS,13,39,0,0
IBIRÁ,3519402,SP,4,47,0,0
IBITIARA,2913002,BA,4,55,0,0
IBITINGA,3519600,SP,6,53,0,0
IBITIRAMA,3202553,ES,3,49,0,0
IBITITÁ,2913101,BA,10,49,0,0
IBITIÚRA DE MINAS,3129905,MG,2,49,0,0
IBITURUNA,3130002,MG,10,40,0,0
IBIÁ,3129509,MG,8,48,0,0
IBIÚNA,3519709,SP,6,65,0,0
IBOTIRAMA,2913200,BA,10,52,0,0
ICAPUÍ,2305357,CE,8,51,0,0
ICARAÍ DE MINAS,3130051,MG,3,47,0,0
ICARAÍMA,4109906,PR,5,46,0,0
ICATU,2105104,MA,8,48,0,0
ICHU,2913309,BA,9,42,0,0
ICONHA,3202603,ES,8,46,0,0
ICÉM,3519808,SP,5,43,0,0
ICÓ,2305407,CE,5,77,0,0
IELMO MARINHO,2404606,RN,4,45,0,0
IEPÊ,3519907,SP,9,42,0,0
IGACI,2703106,AL,7,50,0,0
IGAPORÃ,2913408,BA,8,52,0,0
IGARACY,2502607,PB,8,46,0,0
IGARAPAVA,3520103,SP,7,51,0,0
IGARAPÉ,3130101,MG,6,57,0,0
IGARAPÉ DO MEIO,2105153,MA,13,37,0,0
IGARAPÉ GRANDE,2105203,MA,5,45,0,0
IGARAPÉ-AÇU,1503200,PA,5,57,0,0
IGARAPÉ-MIRI,1503309,PA,13,56,0,0
IGARASSU,2606804,PE,8,62,0,0
IGARATINGA,3130200,MG,4,46,0,0
IGARATÁ,3520202,SP,3,48,0,0
IGARAÇU DO TIETÊ,3520004,SP,3,54,0,0
IGRAPIÚNA,2913457,BA,6,42,0,0
IGREJA NOVA,2703205,AL,4,52,0,0
IGREJINHA,4310108,RS,4,43,0,0
IGUABA GRANDE,3301876,RJ,1,51,0,0
IGUAPE,3520301,SP,7,55,0,0
IGUARACI,2606903,PE,2,49,0,0
IGUARAÇU,4110003,PR,11,41,0,0
IGUATAMA,3130309,MG,4,47,0,0
IGUATEMI,5004304,MS,14,35,0,0
IGUATU,2305506,CE,5,83,0,0
IGUATU,4110052,PR,7,45,0,0
IGUAÍ,2913507,BA,2,57,0,0
IJACI,3130408,MG,5,43,0,0
IJUÍ,4310207,RS,9,71,0,0
ILHA COMPRIDA,3520426,SP,4,44,0,0
ILHA DAS FLORES,2802700,SE,8,44,0,0
ILHA DE ITAMARACÁ,2607604,PE,1,51,0,0
ILHA GRANDE,2204659,PI,11,36,0,0
ILHA SOLTEIRA,3520442,SP,3,45,0,0
ILHABELA,3520400,SP,10,39,0,0
ILHOTA,4207106,SC,4,44,0,0
ILHÉUS,2913606,BA,4,90,0,0
ILICÍNEA,3130507,MG,11,38,0,0
ILÓPOLIS,4310306,RS,10,42,0,0
IMACULADA,2506707,PB,10,43,0,0
IMARUÍ,4207205,SC,4,47,0,0
IMBAÚ,4110078,PR,6,42,0,0
IMBITUBA,4207304,SC,4,61,0,0
IMBITUVA,4110102,PR,8,49,0,0
IMBUIA,4207403,SC,6,46,0,0
IMBÉ,4310330,RS,6,45,0,0
IMBÉ DE MINAS,3130556,MG,7,43,0,0
IMIGRANTE,4310363,RS,12,39,0,0
IMPERATRIZ,2105302,MA,17,83,0,0
INACIOLÂNDIA,5209937,GO,4,46,0,0
INAJÁ,2607000,PE,6,53,0,0
INAJÁ,4110300,PR,13,39,0,0
INCONFIDENTES,3130606,MG,8,44,0,0
INDAIABIRA,3130655,MG,3,48,0,0
INDAIAL,4207502,SC,8,57,0,0
INDAIATUBA,3520509,SP,5,63,0,0
INDEPENDÊNCIA,2305605,CE,6,58,0,0
INDEPENDÊNCIA,4310405,RS,4,48,0,0
INDIANA,3520608,SP,6,45,0,0
INDIANÓPOLIS,3130705,MG,4,46,0,0
INDIANÓPOLIS,4110409,PR,7,44,0,0
INDIAPORÃ,3520707,SP,16,37,0,0
INDIARA,5209952,GO,5,46,0,0
INDIAROBA,2802809,SE,8,49,0,0
INDIAVAÍ,5104500,MT,4,47,0,0
INGAZEIRA,2607109,PE,8,44,0,0
INGAÍ,3130804,MG,6,45,0,0
INGÁ,2506806,PB,7,51,0,0
INHACORÁ,4310413,RS,11,40,0,0
INHAMBUPE,2913705,BA,7,58,0,0
INHANGAPI,1503408,PA,7,40,0,0
INHAPI,2703304,AL,4,52,0,0
INHAPIM,3130903,MG,13,50,0,0
INHAÚMA,3131000,MG,9,39,0,0
INHUMA,2204709,PI,17,37,0,0
INHUMAS,5210000,GO,8,57,0,0
INIMUTABA,3131109,MG,2,46,0,0
INOCÊNCIA,5004403,MS,8,43,0,0
INÁCIO MARTINS,4110201,PR,1,49,0,0
INÚBIA PAULISTA,3520806,SP,15,35,0,0
IOMERÊ,4207577,SC,12,40,0,0
IPABA,3131158,MG,2,50,0,0
IPAMERI,5210109,GO,17,39,0,0
IPANEMA,3131208,MG,3,54,0,0
IPANGUAÇU,2404705,RN,5,51,0,0
IPAPORANGA,2305654,CE,5,47,0,0
IPATINGA,3131307,MG,13,82,0,0
IPAUMIRIM,2305704,CE,24,29,0,0
IPAUSSU,3520905,SP,4,44,0,0
IPECAETÁ,2913804,BA,1,58,0,0
IPERÓ,3521002,SP,5,51,0,0
IPEÚNA,3521101,SP,5,45,0,0
IPIAÇU,3131406,MG,9,41,0,0
IPIAÚ,2913903,BA,6,59,0,0
IPIGUÁ,3521150,SP,7,43,0,0
IPIRA,4207601,SC,14,37,0,0
IPIRANGA,4110508,PR,5,47,0,0
IPIRANGA DE GOIÁS,5210158,GO,9,41,0,0
IPIRANGA DO NORTE,5104526,MT,5,36,0,0
IPIRANGA DO PIAUÍ,2204808,PI,11,41,0,0
IPIRANGA DO SUL,4310462,RS,7,44,0,0
IPIRÁ,2914000,BA,4,72,0,0
IPIXUNA,1301803,AM,13,44,0,0
IPIXUNA DO PARÁ,1503457,PA,7,47,0,0
IPOJUCA,2607208,PE,2,58,0,1
IPORANGA,3521200,SP,3,48,0,0
IPORÁ,5210208,GO,6,58,0,0
IPORÃ,4110607,PR,1,51,0,0
IPORÃ DO OESTE,4207650,SC,5,46,0,0
IPU,2305803,CE,19,53,0,0
IPUAÇU,4207684,SC,6,45,0,0
IPUBI,2607307,PE,13,49,0,0
IPUEIRA,2404804,RN,12,40,0,0
IPUEIRAS,1709807,TO,7,45,0,0
IPUEIRAS,2305902,CE,7,63,0,0
IPUIÚNA,3131505,MG,9,40,0,0
IPUMIRIM,4207700,SC,12,40,0,0
IPUPIARA,2914109,BA,9,43,0,0
IPUÃ,3521309,SP,2,51,0,0
IPÊ,4310439,RS,8,43,0,0
IRACEMA,1400282,RR,3,47,0,0
IRACEMA,2306009,CE,7,46,0,0
IRACEMA DO OESTE,4110656,PR,8,44,0,0
IRACEMINHA,4207759,SC,5,47,0,0
IRACEMÁPOLIS,3521408,SP,8,51,0,0
IRAJUBA,2914208,BA,2,49,0,0
IRAMAIA,2914307,BA,6,46,0,0
IRANDUBA,1301852,AM,7,54,0,0
IRANI,4207809,SC,8,43,0,0
IRAPURU,3521606,SP,7,44,0,0
IRAPUÃ,3521507,SP,7,45,0,0
IRAQUARA,2914406,BA,3,54,0,0
IRARÁ,2914505,BA,5,51,0,1
IRATI,4110706,PR,3,52,0,0
IRATI,4207858,SC,8,44,0,0
IRAUÇUBA,2306108,CE,9,48,0,0
IRAÍ,4310504,RS,6,44,0,0
IRAÍ DE MINAS,3131604,MG,10,42,0,0
IRECÊ,2914604,BA,9,64,0,0
IRETAMA,4110805,PR,6,44,0,0
IRINEÓPOLIS,4207908,SC,15,35,0,0
IRITUIA,1503507,PA,10,52,0,0
IRUPI,3202652,ES,7,43,0,0
ISAÍAS COELHO,2204907,PI,10,42,0,0
ISRAELÂNDIA,5210307,GO,7,44,0,0
ITAARA,4310538,RS,7,43,0,0
ITABAIANA,2506905,PB,8,52,0,0
ITABAIANA,2802908,SE,10,63,0,0
ITABAIANINHA,2803005,SE,22,46,0,0
ITABELA,2914653,BA,9,53,0,0
ITABERABA,2914703,BA,3,70,0,0
ITABERAÍ,5210406,GO,10,54,0,0
ITABERÁ,3521705,SP,6,49,0,0
ITABI,2803104,SE,10,42,0,0
ITABIRA,3131703,MG,7,74,0,0
ITABIRINHA,3131802,MG,4,46,0,0
ITABIRITO,3131901,MG,4,60,0,0
ITABORAÍ,3301900,RJ,2,73,0,0
ITABUNA,2914802,BA,6,97,0,0
ITACAJÁ,1710508,TO,4,48,0,0
ITACAMBIRA,3132008,MG,1,49,0,0
ITACARAMBI,3132107,MG,10,51,0,0
ITACARÉ,2914901,BA,1,54,0,0
ITACOATIARA,1301902,AM,11,65,0,0
ITACURUBA,2607406,PE,4,47,0,0
ITACURUBI,4310553,RS,8,44,0,0
ITAETÉ,2915007,BA,8,43,0,0
ITAGI,2915106,BA,16,36,0,0
ITAGIBÁ,2915205,BA,3,53,0,0
ITAGIMIRIM,2915304,BA,6,43,0,0
ITAGUAJÉ,4110904,PR,3,49,0,0
ITAGUARA,3132206,MG,2,47,0,0
ITAGUARI,5210562,GO,7,44,0,0
ITAGUARU,5210604,GO,5,45,0,0
ITAGUATINS,1710706,TO,13,38,0,0
ITAGUAÇU,3202702,ES,5,48,0,0
ITAGUAÇU DA BAHIA,2915353,BA,4,47,0,0
ITAGUAÍ,3302007,RJ,3,75,0,0
ITAINÓPOLIS,2205003,PI,10,44,0,0
ITAIPAVA DO GRAJAÚ,2105351,MA,2,49,0,0
ITAIPULÂNDIA,4110953,PR,7,44,0,0
ITAIPÉ,3132305,MG,7,45,0,0
ITAITINGA,2306256,CE,14,53,0,0
ITAITUBA,1503606,PA,11,62,0,0
ITAIÇABA,2306207,CE,10,42,0,0
ITAIÓPOLIS,4208104,SC,5,44,0,0
ITAJAÍ,4208203,SC,16,79,0,0
ITAJOBI,3521903,SP,12,43,0,0
ITAJU,3522000,SP,1,51,0,0
ITAJU DO COLÔNIA,2915403,BA,5,46,0,0
ITAJUBÁ,3132404,MG,3,63,0,0
ITAJUÍPE,2915502,BA,7,50,0,0
ITAJÁ,2404853,RN,7,45,0,0
ITAJÁ,5210802,GO,10,42,0,0
ITALVA,3302056,RJ,1,47,0,0
ITAMARAJU,2915601,BA,7,68,0,0
ITAMARANDIBA,3132503,MG,3,62,0,0
ITAMARATI,1301951,AM,3,46,0,0
ITAMARATI DE MINAS,3132602,MG,2,48,0,0
ITAMARI,2915700,BA,5,46,0,0
ITAMBACURI,3132701,MG,5,51,0,0
ITAMBARACÁ,4111001,PR,5,45,0,0
ITAMBÉ,2607653,PE,8,48,0,0
ITAMBÉ,2915809,BA,8,49,0,0
ITAMBÉ,4111100,PR,9,40,0,0
ITAMBÉ DO MATO DENTRO,3132800,MG,8,42,0,0
ITAMOGI,3132909,MG,8,44,0,0
ITAMONTE,3133006,MG,13,39,0,0
ITANAGRA,2915908,BA,3,46,0,0
ITANHANDU,3133105,MG,10,38,0,0
ITANHANGÁ,5104542,MT,8,33,0,0
ITANHAÉM,3522109,SP,5,55,0,0
ITANHOMI,3133204,MG,11,41,0,0
ITANHÉM,2916005,BA,1,54,0,0
ITAOBIM,3133303,MG,6,55,0,0
ITAOCA,3522158,SP,5,45,0,0
ITAOCARA,3302106,RJ,4,53,0,0
ITAPACI,5210901,GO,6,39,0,0
ITAPAGIPE,3133402,MG,5,49,0,0
ITAPAGÉ,2306306,CE,8,64,0,0
ITAPARICA,2916104,BA,6,45,0,0
ITAPEBI,2916302,BA,6,44,0,0
ITAPECERICA,3133501,MG,5,53,0,0
ITAPECERICA DA SERRA,3522208,SP,4,64,0,0
ITAPECURU MIRIM,2105401,MA,9,62,0,0
ITAPEJARA D'OESTE,4111209,PR,4,47,0,0
ITAPEMA,4208302,SC,11,55,0,0
ITAPEMIRIM,3202801,ES,3,55,0,0
ITAPERUNA,3302205,RJ,6,64,0,0
ITAPERUÇU,4111258,PR,4,50,0,0
ITAPETIM,2607703,PE,7,45,0,0
ITAPETINGA,2916401,BA,10,70,0,0
ITAPETININGA,3522307,SP,7,66,0,0
ITAPEVA,3133600,MG,2,49,0,0
ITAPEVA,3522406,SP,14,64,0,0
ITAPEVI,3522505,SP,13,71,0,0
ITAPICURU,2916500,BA,14,51,0,0
ITAPIPOCA,2306405,CE,21,69,0,0
ITAPIRA,3522604,SP,7,54,0,0
ITAPIRANGA,1302009,AM,3,46,0,0
ITAPIRANGA,4208401,SC,12,48,0,0
ITAPIRAPUÃ,5211008,GO,9,44,0,0
ITAPIRAPUÃ PAULISTA,3522653,SP,2,49,0,0
ITAPIRATINS,1710904,TO,2,50,0,0
ITAPISSUMA,2607752,PE,7,47,0,0
ITAPITANGA,2916609,BA,7,43,0,0
ITAPIÚNA,2306504,CE,6,51,0,0
ITAPORANGA,2507002,PB,4,57,0,0
ITAPORANGA,3522802,SP,1,51,0,0
ITAPORANGA D'AJUDA,2803203,SE,13,45,0,0
ITAPOROROCA,2507101,PB,22,33,0,0
ITAPORÃ,5004502,MS,6,51,0,0
ITAPORÃ DO TOCANTINS,1711100,TO,10,42,0,0
ITAPOÁ,4208450,SC,6,44,0,0
ITAPUCA,4310579,RS,6,46,0,0
ITAPURA,3523008,SP,11,40,0,0
ITAPURANGA,5211206,GO,12,43,0,0
ITAPUÃ DO OESTE,1101104,RO,9,39,0,0
ITAPUÍ,3522901,SP,8,42,0,0
ITAPÉ,2916203,BA,8,43,0,1
ITAQUAQUECETUBA,3523107,SP,8,88,0,0
ITAQUARA,2916708,BA,4,46,0,0
ITAQUI,4310603,RS,16,43,0,0
ITAQUIRAÍ,5004601,MS,7,50,0,0
ITAQUITINGA,2607802,PE,6,49,0,0
ITARANA,3202900,ES,4,47,0,0
ITARANTIM,2916807,BA,8,49,0,0
ITARARÉ,3523206,SP,5,57,0,0
ITAREMA,2306553,CE,7,60,0,0
ITARIRI,3523305,SP,8,52,0,0
ITARUMÃ,5211305,GO,8,44,0,0
ITATI,4310652,RS,3,49,0,0
ITATIAIA,3302254,RJ,3,47,0,0
ITATIAIUÇU,3133709,MG,8,40,0,0
ITATIBA,3523404,SP,9,71,0,0
ITATIBA DO SUL,4310702,RS,5,47,0,0
ITATIM,2916856,BA,9,44,0,0
ITATINGA,3523503,SP,7,45,0,0
ITATIRA,2306603,CE,9,48,0,0
ITATUBA,2507200,PB,12,42,0,0
ITAUBAL,1600253,AP,25,26,0,0
ITAUEIRA,2205102,PI,8,44,0,0
ITAUÇU,5211404,GO,3,47,0,0
ITAVERAVA,3133907,MG,3,48,0,0
ITAÍ,3521804,SP,7,44,0,0
ITAÍBA,2607505,PE,5,52,0,0
ITAÚ,2404903,RN,9,42,0,0
ITAÚ DE MINAS,3133758,MG,10,36,0,0
ITAÚBA,5104559,MT,2,50,0,0
ITAÚNA,3133808,MG,10,70,0,0
ITAÚNA DO SUL,4111308,PR,2,50,0,0
ITINGA,3134004,MG,4,54,0,0
ITINGA DO MARANHÃO,2105427,MA,11,42,0,0
ITIQUIRA,5104609,MT,3,48,0,0
ITIRAPINA,3523602,SP,16,42,0,0
ITIRAPUÃ,3523701,SP,10,38,0,0
ITIRUÇU,2916906,BA,4,47,0,0
ITIÚBA,2917003,BA,2,64,0,0
ITOBI,3523800,SP,4,44,0,0
ITORORÓ,2917102,BA,13,49,0,0
ITU,3523909,SP,10,64,0,0
ITUAÇU,2917201,BA,4,53,0,0
ITUBERÁ,2917300,BA,6,53,0,0
ITUETA,3134103,MG,2,50,0,0
ITUIUTABA,3134202,MG,6,74,0,0
ITUMBIARA,5211503,GO,5,68,0,0
ITUMIRIM,3134301,MG,4,45,0,0
ITUPEVA,3524006,SP,6,57,0,0
ITUPIRANGA,1503705,PA,5,63,0,0
ITUPORANGA,4208500,SC,5,54,0,0
ITURAMA,3134400,MG,8,57,0,0
ITUTINGA,3134509,MG,2,46,0,0
ITUVERAVA,3524105,SP,9,58,0,0
ITÁ,4208005,SC,11,41,0,0
ITÁPOLIS,3522703,SP,7,43,0,0
IUIU,2917334,BA,11,41,0,0
IVAIPORÃ,4111506,PR,5,43,0,0
IVATUBA,4111605,PR,14,37,0,0
IVATÉ,4111555,PR,2,45,0,0
IVAÍ,4111407,PR,5,46,0,0
IVINHEMA,5004700,MS,8,49,0,0
IVOLÂNDIA,5211602,GO,2,48,0,0
IVORÁ,4310751,RS,5,44,0,0
IVOTI,4310801,RS,15,37,0,0
IÇARA,4207007,SC,5,64,0,0
IÚNA,3203007,ES,5,57,0,0
JABOATÃO DOS GUARARAPES,2607901,PE,3,128,0,0
JABORANDI,2917359,BA,2,48,0,0
JABORANDI,3524204,SP,2,52,0,0
JABORÁ,4208609,SC,8,44,0,0
JABOTI,4111704,PR,4,48,0,0
JABOTICABA,4310850,RS,4,48,0,0
JABOTICABAL,3524303,SP,9,60,0,0
JABOTICATUBAS,3134608,MG,4,54,0,0
JACARACI,2917409,BA,4,49,0,0
JACARAÚ,2507309,PB,3,51,0,0
JACAREACANGA,1503754,PA,3,54,0,0
JACAREZINHO,4111803,PR,6,45,0,0
JACAREÍ,3524402,SP,12,56,0,0
JACARÉ DOS HOMENS,2703403,AL,6,46,0,0
JACI,3524501,SP,5,47,0,0
JACIARA,5104807,MT,2,46,0,0
JACINTO,3134707,MG,6,43,0,0
JACINTO MACHADO,4208708,SC,4,49,0,0
JACOBINA,2917508,BA,13,65,0,0
JACOBINA DO PIAUÍ,2205151,PI,6,45,0,0
JACUIZINHO,4310876,RS,13,39,0,0
JACUNDÁ,1503804,PA,15,50,0,0
JACUPIRANGA,3524600,SP,7,43,0,0
JACUTINGA,3134905,MG,5,51,0,0
JACUTINGA,4310900,RS,12,40,0,0
JACUÍ,3134806,MG,3,47,0,0
JACUÍPE,2703502,AL,8,41,0,0
JAGUAPITÃ,4111902,PR,11,40,0,0
JAGUAQUARA,2917607,BA,9,62,0,0
JAGUARARI,2917706,BA,4,59,0,0
JAGUARAÇU,3135001,MG,7,42,0,0
JAGUARETAMA,2306702,CE,9,50,0,0
JAGUARI,4311106,RS,17,33,0,0
JAGUARIAÍVA,4112009,PR,9,51,0,0
JAGUARIBARA,2306801,CE,14,37,0,0
JAGUARIBE,2306900,CE,3,65,0,0
JAGUARIPE,2917805,BA,12,41,0,0
JAGUARIÚNA,3524709,SP,9,54,0,0
JAGUARUANA,2307007,CE,15,53,0,0
JAGUARUNA,4208807,SC,7,50,0,0
JAGUARÃO,4311007,RS,7,42,0,0
JAGUARÉ,3203056,ES,5,53,0,0
JAICÓS,2205201,PI,16,46,0,0
JALES,3524808,SP,5,52,0,0
JAMBEIRO,3524907,SP,8,43,0,0
JAMPRUCA,3135076,MG,2,49,0,0
JANAÚBA,3135100,MG,5,68,0,0
JANDAIA,5211701,GO,6,46,0,0
JANDAIA DO SUL,4112108,PR,8,41,0,0
JANDAÍRA,2405108,RN,4,48,0,0
JANDAÍRA,2917904,BA,5,44,0,0
JANDIRA,3525003,SP,2,68,0,0
JANDUÍS,2405207,RN,13,39,0,0
JANGADA,5104906,MT,1,51,0,0
JANIÓPOLIS,4112207,PR,1,50,0,0
JANUÁRIA,3135209,MG,1,74,0,0
JAPARATINGA,2703601,AL,7,42,0,0
JAPARATUBA,2803302,SE,11,44,0,0
JAPARAÍBA,3135308,MG,8,39,0,0
JAPERI,3302270,RJ,1,56,0,0
JAPI,2405405,RN,7,43,0,0
JAPIRA,4112306,PR,4,46,0,0
JAPOATÃ,2803401,SE,9,41,0,0
JAPONVAR,3135357,MG,1,48,0,0
JAPORÃ,5004809,MS,8,41,0,0
JAPURÁ,1302108,AM,6,42,0,0
JAPURÁ,4112405,PR,9,42,0,0
JAQUEIRA,2607950,PE,7,43,0,0
JAQUIRANA,4311122,RS,13,39,0,0
JARAGUARI,5004908,MS,4,46,0,0
JARAGUÁ,5211800,GO,6,58,0,0
JARAGUÁ DO SUL,4208906,SC,7,61,0,0
JARAMATAIA,2703700,AL,20,32,0,0
JARDIM,2307106,CE,14,51,0,0
JARDIM,5005004,MS,14,43,0,0
JARDIM ALEGRE,4112504,PR,6,45,0,0
JARDIM DE ANGICOS,2405504,RN,7,45,0,0
JARDIM DE PIRANHAS,2405603,RN,10,43,0,0
JARDIM DO MULATO,2205250,PI,9,43,0,0
JARDIM DO SERIDÓ,2405702,RN,8,43,0,0
JARDIM OLINDA,4112603,PR,11,41,0,0
JARDINÓPOLIS,3525102,SP,9,56,0,0
JARDINÓPOLIS,4208955,SC,5,48,0,0
JARI,4311130,RS,5,47,0,0
